SETTLEMENTDATE,PRICEBAND1,PRICEBAND2,PRICEBAND3,PRICEBAND4,PRICEBAND5,PRICEBAND6,PRICEBAND7,PRICEBAND8,PRICEBAND9,PRICEBAND10
1/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
2/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
3/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
4/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
5/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
6/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
7/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
8/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
9/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
10/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
11/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
12/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
13/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
14/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
15/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
16/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
17/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
18/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
19/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
20/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
21/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
22/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
23/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
24/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
25/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
26/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
27/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
28/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
29/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
30/06/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
1/07/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
2/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
3/07/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
4/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
5/07/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
6/07/2010 0:00,-986.8,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
7/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
8/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
9/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
10/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
11/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
12/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
13/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
14/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
15/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
16/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
17/07/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,9841.07
